shower_code,vel_init_norot,vel_avg_norot,duration,mass,begin_height,end_height,peak_abs_mag,beg_abs_mag,end_abs_mag,F,trail_len,acceleration,zenith_angle
PER,57.86103001200723,56.22441493533064,0.43609422098480055,6.181330778261488e-07,110.72819090606865,98.46584146256302,3.378577697580949,6.358034940334575,5.870773240419301,0.524483202683793,24.373142718723823,3.752893292143915,59.794090770527546
PER,61.65662868850154,56.441991290089845,0.56,4.883811045037714e-07,114.02469754914169,99.73587866794142,4.316730655960959,5.732319162066446,6.246431263110984,0.37915338792653897,31.334993530073497,9.311852497163743,62.870578500583164
PER,60.18962880081559,59.388580599845476,0.34199999999999997,1.2823216401858337e-06,112.782662898374,96.79412023745378,2.013201363101325,6.030877916412014,4.802591555063692,0.5865041603368933,20.63127096427608,2.342246201667003,39.19800977639362
PER,58.59818638138528,55.71502372904667,0.34299999999999997,8.920364569599582e-07,110.77035294045803,94.337963747183,2.5004251236796238,5.789431584200893,5.776933715035372,0.48877776833842757,19.20638411326186,8.405722018479919,31.177334085330187
PER,61.112738471627395,59.19668036692709,0.34199999999999997,3.140898276621283e-07,111.8875187217413,103.4155325694957,4.374177722332025,5.637351678682203,5.749990096483291,0.4814429344939203,20.24362355835785,5.602509078071067,65.25998507955379
PER,61.56154486723484,59.256507538881195,0.3967036393763301,4.817489731672709e-07,113.45329600981047,101.82313177776564,3.9780694315892724,6.009772759261444,5.045218635439345,0.4779008896779376,23.639688181820425,5.810476888937718,60.52944481687224
PER,62.237613537361064,60.03522438709352,0.34299999999999997,7.705898660134164e-07,112.90720768034384,96.57550973487477,2.709311003295787,6.79567693541107,5.538675517067344,0.6045149357653977,20.651085590287494,6.420959621771262,37.73594961544431
PER,61.33960423284693,58.84980462620861,0.34299999999999997,9.807444568780853e-07,111.82667473165183,95.92299632102682,2.6442141283175418,5.421963953842179,6.225703690540849,0.599940478112491,20.002739163541893,7.258890981452833,37.33765714940998
PER,62.09586027279974,59.5028046374119,0.4503262806021234,5.515134977490724e-07,119.32014254155108,95.36815750737661,3.0678394761833383,6.650272211821873,6.659965153118369,0.668032602614291,28.046686143198443,5.758170791011159,31.350114110050846
PER,61.25586999341255,56.92965428674881,0.4188670914916215,4.002991945105293e-07,112.3743493475179,97.73964314100843,4.182333318984379,5.5046981472194645,6.0636687101554,0.3296790397849175,24.020473433768156,10.328373354081654,52.464007012913804
PER,60.182210810983,57.22764610463324,0.405,4.6547983055578996e-07,111.18557497997229,99.44128229450799,3.7723609546580743,5.851700034524615,6.02083148526495,0.4977574931587898,23.143796829339692,7.29522149715991,59.50595331370496
PER,62.47160942749453,60.90431915264019,0.35308510620994094,1.4605387710664588e-06,115.21995640837815,101.52491732882045,2.226287741601388,6.222446613994833,3.878667649045163,0.639879153266581,21.436223666044135,4.438845613392826,50.29211623076727
PER,62.334233589932566,58.963618546233484,0.34299999999999997,4.35224713423525e-07,112.80207154071047,99.31148543589865,3.73702324863541,5.699791446950759,5.4822726087979605,0.477736931073075,20.22562823130439,9.826866016615401,48.163706441755565
PER,61.746288781960814,59.369196631369086,0.34299999999999997,8.235175071814996e-07,115.8380365983553,101.20801621102386,2.486110481413667,6.258709435567602,4.59497904246548,0.584419423638514,20.56898207976958,6.930297815136235,44.66197484727055
PER,61.77440954999582,58.80067521336558,0.34199999999999997,3.788853493497391e-07,112.99878640993933,99.16641822447662,3.603702406400408,6.207862437291896,6.020745387902282,0.39926140159699575,20.06149485789736,8.69512963926972,46.40958567106009
PER,60.89228416362994,58.31908970867823,0.34199999999999997,3.0596697992300935e-07,109.21858713520398,93.48225702531334,4.245129454324903,6.0539568825792465,5.87294461907341,0.3844556010381272,20.00418691008538,7.523960394595647,38.12628912404733
PER,60.84251054990457,57.863111185681525,0.34299999999999997,9.370057741735318e-07,114.09928915360346,97.60337335041693,2.623779429583758,6.221330651125778,5.7527547001125985,0.5474694377849737,19.930682229164603,8.686295522516158,34.140444133187486
PER,62.294291510321365,59.32787532249228,0.405,6.676491101198993e-07,118.91139350126737,97.69707881250407,3.2423877812526274,5.540411711850563,5.936703578233999,0.767193409067194,24.172534784857557,7.3244844143927965,28.643342495668932
PER,62.016806263511164,60.79061604169341,0.4668782159673838,9.280086764557038e-07,120.98539030327981,97.66336650159069,3.143444687830523,5.487290737850895,4.824483237559587,0.7384870263205295,28.575572380653572,2.6263598940401502,35.29852521751438
PER,60.330871144213496,58.96215415672964,0.34299999999999997,4.991752022934726e-07,113.58982900472472,100.67013183640361,3.5707282245551624,5.7296042443404485,5.591616015155619,0.46666865940963637,20.159685510208405,3.99042853493836,50.14342604796177
PER,60.3382499114428,59.4399364055093,0.436,1.0736953831682297e-06,114.52209435851024,96.92737382787124,2.84200580334597,5.639762494799889,6.123921189030055,0.5114221793942764,25.93317733648627,2.060352077829131,47.276289269462644
PER,60.96984701061684,60.190016923820686,0.405,1.3104350943681495e-06,112.43574215123992,95.74736833752455,2.3594939490815854,5.8710161874626365,4.192804033205185,0.6268306283774483,24.474105292412926,1.9255063871509948,47.00936502084196
PER,59.83633496146572,57.63217392846534,0.374,6.734835796145475e-07,111.08855009598038,98.27697889898465,3.166109632728184,5.647373132671998,5.492965941265717,0.45486762637553935,21.64261432625981,5.893478697861965,53.70375025717399
PER,59.72401395428391,58.86686053591631,0.3532194127462532,7.282945042959699e-07,111.89840247302145,98.41623524883742,2.957780323339165,5.547152803997184,5.366214094817249,0.4474198510605732,20.83028517441092,2.4266883060115574,49.666264332822365
PER,61.84170475576199,60.05915197268112,0.3541513303925609,5.35683841204849e-07,116.2821692315162,99.08193071787028,3.3066500544756767,5.829865853721918,5.189607607563003,0.617777659983925,20.96677311437048,5.033308165481086,34.87945595980383
PER,59.95016889697127,59.319879674931045,0.7251300462798678,1.149700174197086e-06,118.73595720984778,102.80694003392189,3.2342498667782458,6.030146297931619,4.377400677589006,0.580081952875002,42.469587283817184,0.8692085306267425,67.97143478639705
PER,60.31078144308603,59.518023185234576,0.4113112233146415,4.627444353360906e-07,112.42285606206222,99.94711446799866,3.881848040450593,5.733814374144316,5.608345477586069,0.4606667700131162,24.333757097958014,1.9273927209251362,59.15663843494477
PER,60.323582989525505,59.424607210133196,0.39047052275021105,1.081771536688885e-06,114.32426452323413,94.16446206304907,2.3739962193379123,5.759575106743197,6.058998970915549,0.5730960714492205,23.38414931122522,2.302288462290392,30.44522240550299
PER,61.0720254130838,60.76093648634868,0.38364438639436205,8.458231590881777e-07,115.94701868224287,95.03234959112001,2.6907342028713104,5.774312756840531,5.461924537103423,0.6844259019348935,23.552910774483447,0.8108783492412092,27.378676114018276
PER,60.8754814865827,57.171009859925164,0.3540442571127958,5.300496186655556e-07,110.565741133372,97.76260558316814,3.339170549778038,5.581177919384383,6.823883961582771,0.546298851383173,20.72028012189199,10.463300991992423,51.83679512028381
PER,57.72269620545753,55.71461212990322,0.405,6.561417156930682e-07,111.3889319836027,96.45422854102421,3.292758722509948,5.557914207216706,6.330623389950816,0.39240165946662126,22.47931227477133,4.958232285319278,48.36556975545106
PER,59.47887490370254,58.10694288618222,0.374,9.180019044104597e-07,109.14281576543357,91.99336779821691,2.778401126849549,5.34240707942744,5.592078735830824,0.5108571086806285,21.734914881253115,3.6682674265249258,37.90526711856834
PER,60.894016045348835,60.22414225463972,0.405,6.669502402642293e-07,115.95287684054942,97.96013988926771,3.273843176019722,5.70025434210391,5.538330857817014,0.3881580724873138,24.31552213590816,1.6540093597755838,42.27120984147931
