shower_code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
GEM_sel,2.5370958359157134,-2.176059036284331,-0.08964499879725953,-0.9104401781351714,-0.5109047144059142,0.264239564185823,0.5132152157245664,-0.3596400837754751
GEM_sel,2.2097510443981454,-2.282173708797813,0.756258814909796,-0.9880463668115517,-0.6063969078618666,-0.475292196917696,0.7541786896181302,-0.07058512972768903
GEM_sel,2.7997875730880306,-0.9404230710787054,1.8392797216710028,-0.2763488558878051,-0.29987179023564065,-0.5018442099918345,0.3324232339928353,0.3714232382878183
GEM_sel,2.0760693540631645,-1.365245887567635,1.385600156790927,-1.7630204412105395,0.019488352199070778,0.6682219832201984,-0.44311071925538625,0.12921956023011227
GEM_sel,2.4623976211651004,-1.7111500845419152,1.1296201353201207,-0.4542888939313805,-0.7721928903707606,0.5002369723898465,0.41495481473473705,-0.5736678772080932
GEM_sel,3.1321440185319034,-1.8548893324467137,0.9132969699204253,0.023742599880194226,-0.206969947818258,-0.08491946657166108,0.35910771567214483,-0.7372608987631235
GEM_sel,1.8896894216274065,-2.101837962951273,1.7666497297862565,-1.0245083014074348,-0.919396310985833,0.39958711030887756,0.2095783351168332,0.7017090811004998
GEM_sel,2.0399261660081596,-1.4499368570813198,1.0093034148916946,-1.2365993957007884,-0.7979325728157051,0.07764041565749623,-0.044710341212922555,-0.7261175612947101
GEM_sel,1.7262326641345997,-2.1088060563976354,-0.5469651527765597,-0.42044128775801537,-0.9161013978155211,-0.33486239091506487,-0.5587704657045762,-0.03997076821799621
GEM_sel,1.8004275098946592,-1.69576812565499,-0.26932239819327336,-0.43309543189191757,-1.0868207659466678,-0.9328849381114831,-0.5665912730695306,0.26539274598461776
GEM_sel,2.4944443149076947,-1.8048068705139464,-0.11094670127904029,-1.664991737831329,0.17465291584032971,0.3048064926735216,-0.02065016511744251,-0.2699638916744217
GEM_sel,1.5383582371419855,-1.169630838687105,-0.36067257308726847,-1.2193921552147944,-0.9293512955929502,0.2115849954126545,-0.7429056159054098,-0.46696473221386836
GEM_sel,2.3427409467408826,-0.5153792983840592,0.43254942886091524,-0.6800419725960007,0.22426829872188456,0.02212578968787607,0.04004809428826165,0.22472765587804822
GEM_sel,2.3949779838798486,-1.4610921328903916,0.14239905495799313,-1.5425264623032306,0.21866186245371247,-0.15205334614775645,-0.11638178134203885,-0.07783236286038342
GEM_sel,2.7361109109821298,-0.517329546215237,0.8324349108264483,-0.5072900816803226,-0.24361664779262976,0.6358613522809375,0.183479302479615,-0.4909200031250783
GEM_sel,2.438198605680689,-1.4014099574188834,0.6248586951299753,0.37119817327859683,-0.4914869369927791,0.7309231291001748,-0.8997818576019875,0.623837630460051
GEM_sel,2.276198324722314,-0.742387303025783,1.023893289817565,-0.22481693790863722,-0.3656500214578866,-0.17276409924572383,-0.6474472787931901,0.1329404760412829
GEM_sel,1.751486875002595,-0.7951300204302951,0.8690839702049378,-1.6807391166113164,-0.599328627681935,0.5368232178189372,-0.770056630147347,0.23609460164684593
GEM_sel,2.67486749859998,-0.4320881441841683,0.7705921883632165,-0.2277178366625432,0.3812816509501723,-0.5759703281871622,-0.7119284712348047,-0.12259249703980193
GEM_sel,2.2204734994854864,-1.6567085226142335,0.14321557921489303,-1.7198589669805484,0.08188537059992952,0.09724578533997223,0.23213747594582293,-0.5267051396885964
GEM_sel,2.787381376471042,-1.1894224656755765,0.8934000142855738,-0.12378545251780113,0.7113784626389658,-0.5714557902341801,-1.2437883342812501,0.05258782637780744
GEM_sel,2.732953933888031,-1.163701391543721,-0.018774682248099864,0.15359695675703064,-1.148661980923729,0.7609305176465505,0.4823281365980876,-0.39814970805149574
GEM_sel,2.943332726281628,-1.4097665814248739,0.22344749582985396,-0.4629994508055208,0.6260703735092942,0.717024912159118,0.2002790223079798,0.316469363958656
GEM_sel,2.9172758164555916,-1.3371644961523224,1.4224298732078597,-0.7736821825508593,0.32090532612843514,0.8649107467888003,-0.16995350717061747,0.2051934257110654
GEM_sel,2.525502176889414,-1.5559053865080006,-0.2233297356477004,-0.5575884233124087,-0.29286158181247424,0.6132653413221263,-0.889156945653171,0.42137078166639863
GEM_sel,2.586567295233823,-2.1854193483565307,1.4847874423529714,-0.9810858015209952,0.11502794049504442,0.18179693802294306,-0.22350622313246873,-0.04943445728574364
GEM_sel,2.443894549777538,-1.202048098641871,-0.34971783005378815,-0.3346159742442689,-1.181213927271316,0.6472389838273619,-0.876175981667718,-0.8189631074965289
GEM_sel,2.1076541843741414,-1.9527594375279165,0.6498537693124712,-0.8393859649263768,-0.5998678686841524,0.5673439805918293,0.646385377395519,0.598291961027004
GEM_sel,2.4975603572535627,-1.5999604578707114,0.3237398673496884,-1.317999882348268,-0.4645365251343443,0.590442799838404,-0.375615229623107,0.45010167503970855
GEM_sel,2.4593171836332512,-1.3970574085136525,1.5820572386521397,-0.7078265948091984,-0.49763546063163905,-0.010717751355409927,0.505627329736175,-0.45485678028261034
GEM_sel,1.47045051605338,-1.400520311428575,0.8816813238812559,-1.3320011986869162,0.28400202442383016,-0.5107126707372808,-0.36417247087415366,-0.029572282771976943
GEM_sel,1.583909496012965,-1.9011853593967247,0.8498878245554574,-0.536887962082734,-0.5670084224745007,-0.5177070414346169,-0.9089480085513209,-0.08921046405403268
GEM_sel,2.80702209750704,-0.7829434820684056,0.9546907495299165,0.5874455068479415,0.5489688456857238,-0.4898546732753505,-0.7497721972844728,-0.33199396463983627
GEM_sel,1.9855130689163094,-1.9503468538482556,-0.21285463211259328,-1.4640003618293453,-0.3535743993849772,0.21265809003274783,-0.5074748121586588,-0.450741882955014
GEM_sel,2.2819884480291117,-2.013770514013409,1.193056982524889,-0.34732814644017534,0.3820669407349923,0.043349537675776116,0.8000891401851012,-0.24086206349846562
GEM_sel,2.3528902609253914,-2.169097431444481,1.1809678653080469,-0.21489425788622948,0.4342452983509926,-0.23164862140626002,0.7313987767515943,-0.18964809215949127
GEM_sel,2.760908657040134,-1.8340759640468751,0.14703889559061775,-0.4174320320061894,0.9243584337804049,-0.37197810278363375,-0.8756520886027518,-1.0522755192107778
GEM_sel,2.2780627351928815,-1.5597832629176076,0.724433445584235,-0.71346366547576,-0.0745582209870648,0.6296823368141077,0.9032315404650563,-0.013558655680018444
GEM_sel,1.9325162839780332,-0.9432850349031441,0.5556357496902068,-1.1409489176397443,-0.36584100194944447,0.5161978309739704,0.018560479106877907,0.30708478535630407
GEM_sel,2.5381034103125195,-0.31210277522846747,0.683722030019016,-0.008956998382769508,-0.2703478894517563,0.5142978694943647,-0.3985672282875373,-1.1958697502826263
GEM_sel,3.067704444725755,-0.5971568321690253,0.9764621695932215,0.11527572241214656,-0.36644337652939374,0.8457797432805948,0.4267957541627747,-0.6688366851346504
GEM_sel,2.8366753623121115,-2.0648259149416894,-0.22519644841584444,0.13784138932743817,-0.3817479425520616,0.5437894198942966,0.5822555165006403,-0.574651810876742
GEM_sel,2.077989978073148,-1.7243286263067223,0.03198262408074572,-1.8065119056358694,-0.15395304351409875,1.1262189941330054,-0.5238423956994737,-0.4654975985058934
GEM_sel,2.1401802523782485,-1.9911607041007513,-0.00012565328348752814,-0.1447146399294666,-1.1878624801669233,0.4751596902368037,0.47360404159852243,0.007383278932223467
GEM_sel,2.7421689228801864,-2.6305368403864335,1.0079919530327026,0.44514941613510717,-0.23220033237452736,0.5759373667261599,-0.28653550350825474,0.8212328256258226
GEM_sel,2.4874055466929597,-1.674605311370911,-0.4429372122401636,-0.4059329149322944,0.07755031037457644,0.3096272208840058,0.21342603497108767,-0.5545570524500203
GEM_sel,2.7773321079411666,-2.436880564120976,-0.4110462386245712,-0.7581324833595809,0.5034288137741103,0.5478940488520654,-0.4871690158636862,-0.3452445267931683
GEM_sel,1.4626813063638968,-2.2647788749453337,-0.2740902542680869,-0.6490481971233937,-0.7394118704171971,0.014234729929806966,-0.779833518979977,0.05017201840505302
GEM_sel,1.509541020177151,-2.1941603110340275,1.6478060239307502,-1.3351920192454416,-1.073848439508562,0.5019121513084832,-0.39817894781362057,-0.28866353572293113
GEM_sel,2.144788508983898,-1.9376493337616274,0.7262748887886287,0.24978990719218017,-0.21406116011197496,-0.21970062170280416,-0.707200349308251,-0.5258055024618902
