shower_code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
PER_sel,-1.395690425347978,-0.28740083987490345,0.27184560019581383,-0.4762432201934231,0.8959877347932096,-0.08590550305199879,0.3254705164863138,-0.4251859759109055
PER_sel,-1.5223529577039878,0.5563544144887083,-0.7588084036235334,0.47109137207579344,0.2782963477388526,-0.26478173556867846,-0.11979783663500852,-0.25056838686444793
PER_sel,0.12040051025558705,-0.7761827477597993,-0.8802223915022418,1.340087839005804,0.1716007913429842,0.3552548325500108,0.6826507448841731,-0.5179417337440645
PER_sel,-0.9435607146459718,-0.3092787267618115,-1.0562904980101282,0.9754356538734769,-0.10157217981528352,-0.41661069903607323,0.22692333943572732,0.39045633595792845
PER_sel,-1.1545734810566037,0.06413572190922663,-0.6221653070775524,0.637343534104858,0.3951744429933371,-0.3941575809357046,0.5682306491039638,0.4808350848553538
PER_sel,-1.1593726715795658,-1.330090145371107,-0.11288491099255289,-0.06126130599966618,-0.29110417543805606,0.9480448098535558,-0.4941537086502626,-0.4752146582040635
PER_sel,-1.0093803678444453,-1.3840047165080844,-0.10727267994130762,0.5423343641376284,0.7201841028344014,-0.3763159080980977,-0.25061520070801546,1.031381476768678
PER_sel,-0.6960635300294875,-0.3177786609205273,-1.1016092955197845,0.5500603684351971,0.4101882355769434,0.06684644646595295,0.09883447056227375,-0.4168304770706587
PER_sel,-1.420400926574031,-0.9861193973204792,-0.217403294044453,-0.3514855457941603,0.22643657968350983,-0.0011399072421464465,-0.2847750351680594,0.03316548942130421
PER_sel,-1.5879760908421516,-0.7980768379147225,-0.19742820606972517,-0.31220623246386325,0.02158219603749117,-0.09935915474863709,-0.47897865827970393,0.48074903791836326
PER_sel,-1.4541458189732088,-0.7080974975878782,-1.127363239105307,0.6900912843853398,-0.22951427605162794,-0.20575992296191964,-0.7737412565182782,0.18232071123727125
PER_sel,-1.4048071449679471,-0.02814706013691632,0.31357712805190957,0.8277590026585924,0.14008261409875591,-0.2808719692735893,-0.3244382768471995,-0.5219199826198908
PER_sel,-0.8415255093930664,-0.3212458915357944,0.3004883995437963,-0.2862741063084945,0.556435311985594,0.8058281905146564,-0.8943539171238398,0.2609253128127878
PER_sel,-0.9567751249085692,-1.2462096038794932,-0.07235899523175299,0.23709351553277563,1.247000103545265e-05,-0.1276487436670071,0.9339506352139261,-0.5657512591668389
PER_sel,-1.285873258138272,-0.17569441385878337,0.3303308782966146,0.6939411536320793,-0.2635954483192681,0.5875464082949541,-0.9280042793850662,0.05128092488960201
PER_sel,-1.3129075495400782,0.41889078644267386,-0.11205990999011457,0.05524771896613136,0.036777583977367384,1.2295892922449945,-0.025225714677157552,-0.5837436308982562
PER_sel,-1.2070434813529083,0.01879456207125293,-0.762736275210026,0.6121984977150521,0.9647230603955529,-0.40220462397708845,0.1584277958421705,0.09996385582904888
PER_sel,-1.5525874611740653,-0.8327184833953521,-1.5639800861516262,0.492937248236999,-0.5313613586277327,0.469249223728089,-0.3671950985614962,0.5894087597942008
