shower_code,vel_init_norot,vel_avg_norot,duration,mass,begin_height,end_height,peak_abs_mag,beg_abs_mag,end_abs_mag,F,trail_len,acceleration,zenith_angle
GEM,34.217989117307,33.73262360715083,0.36,2.585687022426302e-07,98.8553328375895,87.17532178656023,6.057019190986787,6.473781117801431,6.512531617789737,0.5242076717357377,12.140059466347664,1.348237528211587,15.823774672851556
GEM,34.63035042311187,34.13169025298964,0.44064777413804407,5.701441585525179e-07,98.30632795943133,84.08734321315757,5.0409997434279274,6.104887354611404,6.165408661808674,0.25522173685718386,14.82714832863127,1.1316525338126648,16.467010442988055
GEM,36.657845315315384,34.59154346104299,0.42,5.116642184610092e-07,99.46638952770589,85.86286277478102,5.336106814398467,5.923936306476336,6.14024805605007,0.30848695892577943,14.556056482402699,4.919766319696182,20.842618370547854
GEM,35.52154016706577,34.02413254917142,0.5074019088318236,6.95573385401314e-07,99.17414613808623,83.0804898537813,4.933186199647806,6.124942358851664,6.5389461675688505,0.26061465705626646,17.184748073165906,2.951127285551193,20.5268241503162
GEM,34.83762977875405,33.98588918647811,0.42,5.052463856536937e-07,98.58239270393983,85.36124878854349,5.336862321542205,6.179571109087281,6.3567543457119,0.5397136435007951,14.259551021111792,2.0279537911331857,22.00087485416978
GEM,34.628241146607536,34.349894048423884,0.3599999999999999,2.8277779862243777e-07,97.63861329260497,86.69442444188661,5.981087549448209,6.138506498785048,6.681171477627539,0.18273372607257593,12.331686747787023,0.7731863838434768,27.441086633453928
GEM,36.270104546792076,35.07570769778588,0.54,4.3166617711472077e-07,100.60443741925044,84.54525490980382,5.645013540475138,6.6216443958295494,6.838625294477481,0.4391625098975754,18.674614072405696,2.211846016678141,30.689342406952434
GEM,35.26556270925812,33.87172114205811,0.36,9.726890888706853e-07,98.69743790950595,88.17736351228565,4.422305460345146,5.838697336679482,5.838892314642422,0.35214989207746167,12.203049097369785,3.871782131111148,30.448419495480714
GEM,34.26996943790526,33.197321433756464,0.6488384248186275,1.4026856002919526e-06,98.86402502612684,80.55729163670765,4.30533880992495,5.931059681526455,6.650463528823407,0.25283836665211956,21.56036954530278,1.653181998967829,31.886972440724655
GEM,35.06673182071565,34.16559148191435,0.529007,6.304224458700847e-07,100.53492042028802,85.07690804981765,5.136637939986135,6.8983586511603034,6.745042574503507,0.4945222276407262,18.014175964758476,1.7034563603152795,30.89578714239287
GEM,37.048661279148604,35.21052851494597,0.684615,1.6731921069009757e-06,102.75176084438299,82.10967969577219,3.6790451582235693,7.081021875486357,7.669004142169275,0.3836289820654445,24.022539661025466,2.6849145347423495,30.76419418633202
GEM,35.56279602396659,34.96865612534713,0.529006,2.8050357527560494e-07,101.4433520097809,85.20284687511443,6.120725835660531,6.867930288517006,6.790465350414308,0.301855587993832,18.491983538041158,1.1231250659150558,28.568537320042637
GEM,36.27198852065596,35.80460242887927,0.342298,2.2919154212812147e-07,100.14553496245841,88.45022645707581,5.638361740125051,6.906990197699055,7.1600917658394785,0.5532565055988836,12.30586642466591,1.3654362332724375,18.124129650110632
GEM,36.423351455195245,35.21499371683108,0.52902,1.1073190631135447e-06,101.50495987753263,83.86162910240387,4.205717778176513,7.338161586043357,6.427589500457003,0.4218896641965048,18.612809942392502,2.284143772190397,18.573948737333637
GEM,35.100432805666635,34.87275268052777,0.47743680898468716,3.9286480903302726e-07,99.38584129297644,83.53861185832,5.414257773417454,7.04143737296964,7.464895718022038,0.2677490065514968,16.683549464526198,0.4768801249804139,18.21842243755337
GEM,34.501735444860685,33.666524292744796,0.560125,6.836098493875318e-07,101.46790368528163,83.73262641848075,5.194502673241895,6.853485501824988,6.815227932390475,0.4413870104212661,18.763589155917366,1.4911156476070322,19.056614269956512
GEM,36.55926540602232,35.58645435308935,0.404544,3.7940209145728004e-07,100.42199082493931,86.37647394678623,5.314070022280898,6.835483227928886,6.396804461297412,0.5527372512226044,14.512118660495394,2.4047101253089114,14.568538204398024
GEM,33.97082529760392,33.58317167880247,0.342306,2.3008166799794756e-07,96.50933431940808,85.2442977449994,5.788094429877018,6.893692343829299,8.23145965405758,0.3541506907770453,11.632305758269839,1.1324768446987525,14.435981453609102
GEM,36.081273241861375,33.79905612747819,0.497899,1.541358785855639e-06,101.12382190503793,84.46957854234287,3.8839978207158703,6.63874781556715,6.7753369297682395,0.3150537551756778,17.049654437796487,4.583694914798357,12.363663685126909
GEM,35.279961699545986,34.75066861752818,0.49790199999999996,3.20873999228697e-07,99.77992518122043,85.06922202121669,5.866466636527079,6.968314883308525,6.942136094697823,0.32155358179734816,17.15536702479892,1.0630467080224795,30.963124920934604
GEM,35.72364529430306,34.9316188378611,0.3845485689442477,3.056001329708335e-07,102.96575801305958,91.45967897813102,5.415863154053754,6.627208734274152,7.328600615965758,0.25421751601242787,13.364392156573059,2.0596265866140526,30.576535991395758
GEM,35.649266978767166,34.668000658523034,0.466783,4.4600150851702125e-07,97.8598412041423,83.43827984209719,5.178314810993336,6.489188851333697,6.452843782362541,0.21542404789576228,16.12587098231535,2.102189497569816,26.579793960951285
GEM,36.35205779586649,34.73542465507398,0.435663,3.5254293512255456e-07,98.57165566004029,84.86562026554145,5.393366561900085,6.6922626481858565,7.376365196895086,0.5182147120523602,15.04095427222521,3.7107423416551684,24.321648339909913
